51
100
34 34 34   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   17 17 17   17 18 18   17 17 17   19 18 19   24 22 22   29 32 36   57 63 66   61 60 61   65 61 58   66 62 59   66 65 65   66 66 67   42 37 38   26 23 24   18 17 17   17 17 17   17 17 17   19 18 18   18 17 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   18 18 18   34 34 34   
17 17 17   2 1 3   1 0 1   12 10 10   33 33 30   33 32 31   33 31 32   33 31 34   34 31 32   0 32 33   36 33 34   37 34 0   38 0 36   40 37 38   40 37 38   41 39 40   42 40 41   43 41 42   44 42 43   45 43 44   46 44 45   47 45 46   48 46 47   50 48 49   51 49 50   52 50 51   53 51 52   54 52 53   56 53 54   57 54 55   57 56 56   58 56 58   58 57 59   58 59 61   60 60 61   61 61 61   62 62 62   63 63 63   64 64 66   65 65 67   66 66 68   67 67 69   67 67 69   68 68 70   70 70 71   76 73 74   59 57 58   6 4 5   0 0 0   0 0 0   17 17 17   
18 18 18   0 2 3   0 1 1   3 3 2   30 30 27   33 32 32   33 32 33   34 31 34   0 31 32   36 32 33   37 33 34   38 34 0   39 0 36   41 37 38   41 37 38   40 39 40   42 40 41   43 41 42   44 42 43   45 43 44   46 44 45   47 45 46   48 46 47   50 48 49   51 49 50   52 50 51   53 51 52   54 52 53   55 53 54   56 54 55   58 55 56   57 56 57   57 57 59   58 59 61   60 60 61   61 61 61   62 62 62   63 63 63   64 64 65   65 65 67   66 66 69   67 67 69   67 67 69   68 68 70   70 70 71   76 75 76   0 33 34   0 0 0   1 1 1   1 1 1   18 18 18   
18 18 18   1 1 1   1 1 1   0 1 0   20 18 18   39 0 36   26 22 23   33 27 30   36 31 32   36 32 33   37 33 34   38 34 0   40 0 36   40 37 38   40 38 39   41 40 41   42 42 42   43 43 43   44 43 44   44 44 44   46 45 45   47 46 47   48 47 48   50 49 49   50 50 50   51 50 51   53 52 52   54 53 53   55 53 54   56 54 55   57 55 56   58 58 58   58 58 59   60 60 61   61 61 61   61 61 61   62 62 62   63 63 63   65 65 65   66 66 67   67 67 68   68 68 69   69 69 70   70 70 71   72 72 72   71 70 70   15 15 15   1 1 1   1 1 1   1 1 1   18 18 18   
18 18 18   1 0 1   1 0 1   1 0 0   9 6 7   30 25 27   37 30 33   36 30 31   36 32 33   37 34 0   37 0 36   38 0 36   38 36 37   38 38 38   39 39 39   41 41 41   42 42 42   43 43 43   46 46 46   47 47 47   48 48 48   48 49 49   48 48 48   50 50 50   50 50 50   51 51 51   53 53 53   53 54 54   56 56 56   57 57 57   58 58 58   60 60 60   60 60 60   61 61 61   62 62 62   64 64 64   65 65 65   66 66 66   65 65 65   66 66 66   67 67 66   68 68 68   69 69 69   70 70 70   75 75 75   36 36 36   0 0 0   2 2 2   1 1 1   1 1 1   18 18 18   
17 17 17   0 1 0   0 1 1   1 0 1   0 0 0   10 7 8   23 19 20   28 25 26   28 26 27   28 26 27   28 28 28   29 29 29   29 31 30   29 32 31   31 32 32   33 33 33   33 34 34   34 0 0   37 37 37   37 38 38   38 38 38   40 40 40   41 41 41   42 42 42   42 42 42   41 41 41   42 42 42   42 43 43   45 45 45   45 45 45   46 47 47   46 47 47   46 46 46   47 47 47   48 48 48   49 50 50   50 50 50   50 51 50   54 54 54   54 54 54   54 55 55   55 55 55   56 56 56   59 59 59   49 49 49   3 3 3   1 1 1   1 1 1   1 1 1   0 0 0   17 17 17   
18 18 18   0 2 1   0 1 1   1 1 1   9 7 7   13 10 11   9 6 7   11 8 9   10 8 8   11 8 9   11 8 9   12 10 11   12 11 11   12 12 12   12 11 12   13 10 12   14 10 11   14 11 12   13 11 11   13 11 12   14 12 13   14 11 13   14 12 13   15 13 13   15 13 12   14 13 12   15 13 12   16 14 14   16 14 14   16 14 15   17 15 16   17 15 16   17 15 16   17 15 16   19 16 17   18 16 17   19 17 18   19 17 18   19 18 18   19 18 18   19 18 19   19 18 18   19 18 19   20 20 20   22 21 21   9 9 9   0 0 0   3 3 3   1 1 1   1 1 1   18 18 18   
18 18 18   1 2 1   0 0 0   0 0 0   22 16 18   38 32 33   36 31 31   37 31 32   37 30 32   39 31 34   40 32 0   41 33 36   43 0 37   43 36 38   45 37 40   48 37 42   48 39 42   48 40 43   49 42 44   49 44 45   50 45 46   50 45 47   51 46 48   52 47 49   53 48 48   55 50 50   56 51 49   57 52 50   58 53 54   59 54 55   60 55 56   61 56 57   62 57 58   64 59 60   64 59 61   66 61 62   66 62 63   67 63 64   68 64 66   69 66 67   69 67 68   69 68 68   69 68 69   71 70 70   75 74 74   54 54 54   4 4 4   3 3 3   2 2 2   1 1 1   18 18 18   
17 17 17   0 2 1   0 0 0   6 4 4   32 26 27   37 30 31   37 30 29   36 30 29   36 31 33   37 32 34   39 34 36   40 0 37   41 36 38   42 37 39   43 38 39   45 39 39   45 40 40   46 41 42   47 43 45   47 45 45   48 45 46   48 46 47   49 46 47   50 47 48   51 48 51   52 50 52   53 51 53   54 52 54   56 53 54   57 54 55   58 55 56   59 57 58   60 58 59   62 59 60   63 60 61   63 62 62   64 63 64   64 64 64   65 66 66   66 67 66   67 69 67   68 69 68   69 69 69   70 70 70   71 71 71   75 75 75   46 46 46   0 0 0   0 0 0   0 0 0   17 17 17   
18 18 18   1 2 1   0 0 0   10 8 8   37 32 31   37 29 28   38 29 27   37 31 28   0 31 30   36 32 31   37 33 33   39 0 34   39 0 0   41 37 37   42 38 36   43 39 36   44 40 39   45 41 40   45 43 42   45 43 44   47 45 46   47 46 45   47 46 46   49 47 48   50 48 51   51 49 54   52 49 55   53 50 57   54 52 54   55 53 54   56 54 55   58 56 57   59 57 58   60 58 59   61 60 60   61 62 61   62 63 62   62 64 63   64 66 65   65 67 66   66 68 67   67 68 67   67 69 68   68 69 69   71 72 72   76 76 76   57 57 57   0 0 0   1 1 1   1 1 1   18 18 18   
18 18 18   2 2 2   0 0 0   17 15 15   38 34 33   38 32 31   38 33 30   38 32 29   38 34 31   38 34 31   38 34 31   41 37 34   41 37 34   41 37 34   42 38 0   45 41 38   45 41 39   45 41 40   48 44 43   48 44 45   48 44 45   52 48 48   54 50 51   54 50 51   55 50 55   57 52 59   57 52 59   57 52 60   60 56 59   61 57 58   61 57 58   64 60 61   65 61 62   65 61 62   64 62 63   65 65 65   65 65 65   65 65 65   69 69 69   69 69 69   70 69 70   71 72 71   72 73 72   72 74 73   72 73 73   66 66 66   61 61 61   11 11 11   1 1 1   1 1 1   18 18 18   
13 13 13   2 2 2   1 1 1   6 5 5   13 11 10   13 10 9   13 10 9   13 10 8   13 10 8   13 9 8   13 10 8   14 10 9   13 10 9   13 10 9   14 11 10   14 11 11   14 11 11   14 11 11   16 12 13   16 12 13   16 12 13   18 14 14   19 15 16   19 15 17   19 15 18   20 16 20   20 16 21   20 16 21   21 18 19   21 18 18   21 18 18   22 19 19   22 19 20   22 19 20   21 19 20   20 19 20   20 19 20   21 19 20   22 21 21   22 20 21   22 20 21   22 21 22   22 22 22   22 22 22   22 22 22   7 7 7   18 18 18   7 7 7   1 1 1   0 0 0   13 13 13   
34 34 34   18 17 18   19 19 19   18 18 18   18 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   17 17 17   18 18 18   17 17 17   20 20 20   18 18 18   18 18 18   34 34 34   
